Processing file: SRR5723802_colostrum_cutadapter_finalcontigs.fa
>k141_2851 flag=1 multi=3.0000 len=685
>k141_3067 flag=1 multi=12.0000 len=7177
>k141_3068 flag=1 multi=3.0000 len=670
>k141_5899 flag=1 multi=10.0000 len=16241
>k141_3069 flag=1 multi=3.0000 len=666
>k141_5900 flag=1 multi=2.0000 len=357
>k141_3070 flag=1 multi=3.0000 len=604
>k141_3071 flag=1 multi=2.0000 len=925
>k141_5901 flag=1 multi=3.0000 len=1405
>k141_3072 flag=1 multi=2.0000 len=504
>k141_5902 flag=1 multi=2.0000 len=472
>k141_3073 flag=1 multi=3.0000 len=583
>k141_5903 flag=1 multi=2.0000 len=438
>k141_3074 flag=1 multi=1.0000 len=454
>k141_5904 flag=1 multi=1.0000 len=567
>k141_3075 flag=1 multi=2.0000 len=433
>k141_3076 flag=1 multi=2.0000 len=389
>k141_3077 flag=1 multi=3.0000 len=439
>k141_3078 flag=1 multi=2.0000 len=375
>k141_3079 flag=1 multi=2.0000 len=413
>k141_3080 flag=1 multi=2.0000 len=693
>k141_3815 flag=1 multi=2.0000 len=561
>k141_3816 flag=1 multi=2.0000 len=748
>k141_3817 flag=1 multi=2.0000 len=510
>k141_3818 flag=1 multi=2.0000 len=593
>k141_3819 flag=1 multi=2.0000 len=816
>k141_3820 flag=1 multi=3.0000 len=365
>k141_3822 flag=1 multi=2.0000 len=502
>k141_3823 flag=1 multi=2.0000 len=376
>k141_3824 flag=1 multi=2.0000 len=467
>k141_3825 flag=1 multi=3.0000 len=441
>k141_3826 flag=1 multi=2.0000 len=411
>k141_3827 flag=1 multi=2.0000 len=333
>k141_3828 flag=1 multi=2.0000 len=810
>k141_3829 flag=1 multi=3.0000 len=835
>k141_3830 flag=1 multi=2.0000 len=328
>k141_2447 flag=1 multi=10.0000 len=38726
>k141_5905 flag=1 multi=11.0000 len=9743
>k141_4070 flag=1 multi=6.0000 len=5621
>k141_5906 flag=1 multi=1.0000 len=314
>k141_4071 flag=1 multi=2.0000 len=494
>k141_5907 flag=1 multi=1.8851 len=646
>k141_2448 flag=1 multi=10.0000 len=1482
>k141_4072 flag=1 multi=4.0000 len=692
>k141_5908 flag=1 multi=1.0000 len=541
>k141_2449 flag=1 multi=1.0000 len=661
>k141_5909 flag=1 multi=2.0000 len=548
>k141_5910 flag=1 multi=1.0000 len=307
>k141_4073 flag=1 multi=3.0000 len=1066
>k141_5911 flag=1 multi=4.0000 len=328
>k141_5912 flag=1 multi=1.0000 len=308
>k141_4074 flag=1 multi=2.0000 len=340
>k141_4075 flag=1 multi=3.0000 len=303
>k141_5913 flag=1 multi=2.0000 len=511
>k141_4076 flag=1 multi=2.0000 len=502
>k141_5914 flag=1 multi=1.0000 len=523
>k141_4077 flag=1 multi=4.0000 len=521
>k141_5915 flag=1 multi=1.0000 len=479
>k141_5916 flag=1 multi=2.0000 len=327
>k141_4078 flag=1 multi=2.0000 len=525
>k141_4079 flag=1 multi=2.0000 len=483
>k141_5917 flag=1 multi=1.0000 len=634
>k141_4080 flag=1 multi=1.0000 len=388
>k141_5918 flag=1 multi=1.0000 len=322
>k141_5919 flag=1 multi=2.0000 len=597
>k141_4081 flag=0 multi=6.6069 len=838
>k141_5920 flag=1 multi=2.0000 len=727
>k141_3081 flag=1 multi=2.0000 len=562
>k141_3082 flag=0 multi=18.7099 len=465
>k141_3083 flag=1 multi=3.0000 len=384
>k141_5921 flag=1 multi=3.0000 len=1114
>k141_3084 flag=1 multi=2.0000 len=348
>k141_5922 flag=1 multi=3.0000 len=363
>k141_5923 flag=1 multi=2.0000 len=822
>k141_5924 flag=1 multi=1.0000 len=348
>k141_5925 flag=1 multi=2.0000 len=614
>k141_5926 flag=1 multi=3.0000 len=437
>k141_5927 flag=1 multi=1.0000 len=391
>k141_5928 flag=1 multi=2.0000 len=394
>k141_5929 flag=1 multi=3.0000 len=665
>k141_5930 flag=1 multi=2.0000 len=493
>k141_5931 flag=1 multi=2.0000 len=810
>k141_5932 flag=0 multi=10.6134 len=710
>k141_5933 flag=0 multi=3.8773 len=679
>k141_5934 flag=1 multi=3.0000 len=759
>k141_5935 flag=1 multi=3.0000 len=565
>k141_5936 flag=1 multi=2.0000 len=351
>k141_5937 flag=1 multi=2.0000 len=504
>k141_5938 flag=1 multi=2.0000 len=478
>k141_5939 flag=1 multi=8.0000 len=2834
>k141_5940 flag=1 multi=2.0000 len=793
>k141_5941 flag=1 multi=2.0000 len=357
>k141_1269 flag=1 multi=2.0000 len=832
>k141_3737 flag=1 multi=2.0000 len=636
>k141_3738 flag=1 multi=1.0000 len=609
>k141_1270 flag=1 multi=3.0000 len=646
>k141_1271 flag=1 multi=2.0000 len=343
>k141_1272 flag=1 multi=2.0000 len=305
>k141_3739 flag=1 multi=4.0000 len=536
>k141_1273 flag=1 multi=1.0000 len=359
>k141_3740 flag=1 multi=2.0000 len=434
>k141_3741 flag=1 multi=2.0000 len=654
>k141_1274 flag=1 multi=3.0000 len=827
>k141_3742 flag=1 multi=2.0000 len=454
>k141_1275 flag=1 multi=2.0000 len=402
>k141_3743 flag=1 multi=1.7552 len=476
>k141_1276 flag=1 multi=2.0000 len=412
>k141_3744 flag=0 multi=1.0000 len=342
>k141_3745 flag=1 multi=2.0000 len=409
>k141_3746 flag=1 multi=2.0000 len=305
>k141_3747 flag=1 multi=2.0000 len=356
>k141_1277 flag=1 multi=4.0000 len=1131
>k141_3748 flag=1 multi=2.0000 len=413
>k141_1278 flag=1 multi=2.0000 len=509
>k141_3749 flag=1 multi=2.0000 len=429
>k141_1279 flag=1 multi=1.0000 len=301
>k141_3750 flag=1 multi=2.0000 len=608
>k141_1280 flag=1 multi=2.0000 len=616
>k141_1281 flag=1 multi=2.0000 len=436
>k141_3751 flag=1 multi=7.0000 len=1878
>k141_2450 flag=0 multi=13.9552 len=6529
>k141_2451 flag=1 multi=2.0000 len=312
>k141_2452 flag=1 multi=2.0000 len=346
>k141_1282 flag=1 multi=10.0000 len=7963
>k141_1283 flag=1 multi=2.0000 len=526
>k141_1284 flag=1 multi=2.0000 len=344
>k141_1597 flag=1 multi=12.0000 len=8411
>k141_1598 flag=1 multi=3.0000 len=455
>k141_1285 flag=1 multi=3.0000 len=554
>k141_1286 flag=1 multi=1.0000 len=422
>k141_1599 flag=1 multi=2.0000 len=689
>k141_1287 flag=1 multi=2.0000 len=379
>k141_3215 flag=1 multi=15.0000 len=5829
>k141_7741 flag=1 multi=22.0000 len=116977
>k141_1288 flag=1 multi=2.0000 len=441
>k141_7742 flag=1 multi=2.0000 len=511
>k141_1289 flag=1 multi=2.0000 len=645
>k141_7743 flag=1 multi=2.0000 len=531
>k141_3216 flag=1 multi=3.0000 len=1328
>k141_1290 flag=1 multi=2.0000 len=403
>k141_7744 flag=1 multi=2.0000 len=437
>k141_1291 flag=1 multi=2.0000 len=461
>k141_7745 flag=1 multi=1.0000 len=607
>k141_1292 flag=1 multi=3.0000 len=401
>k141_7746 flag=1 multi=2.0000 len=429
>k141_7747 flag=1 multi=2.0000 len=717
>k141_1293 flag=1 multi=2.0000 len=1001
>k141_1294 flag=1 multi=4.0000 len=830
>k141_1295 flag=1 multi=2.0000 len=709
>k141_1296 flag=1 multi=2.0000 len=367
>k141_1403 flag=1 multi=8.0000 len=7181
>k141_1404 flag=1 multi=2.0000 len=627
>k141_1405 flag=0 multi=1.0000 len=274
>k141_1406 flag=1 multi=2.0000 len=376
>k141_1407 flag=1 multi=3.0000 len=448
>k141_1408 flag=1 multi=2.0000 len=558
>k141_1297 flag=1 multi=14.0000 len=2134
>k141_1409 flag=1 multi=2.0000 len=336
>k141_1298 flag=1 multi=2.0000 len=494
>k141_1299 flag=1 multi=3.0000 len=421
>k141_1410 flag=1 multi=8.0000 len=816
>k141_1300 flag=1 multi=2.0000 len=398
>k141_1301 flag=1 multi=2.0000 len=375
>k141_1411 flag=1 multi=2.0000 len=608
>k141_2120 flag=1 multi=8.9892 len=42370
>k141_2121 flag=1 multi=2.0000 len=465
>k141_2122 flag=1 multi=2.0000 len=707
>k141_2123 flag=1 multi=2.0000 len=326
>k141_2124 flag=1 multi=2.0000 len=689
>k141_2125 flag=1 multi=3.0000 len=426
>k141_2126 flag=1 multi=3.0000 len=628
>k141_2127 flag=1 multi=2.0000 len=677
>k141_2128 flag=1 multi=3.0000 len=650
>k141_2129 flag=1 multi=2.0000 len=402
>k141_2130 flag=1 multi=3.0000 len=404
>k141_2131 flag=1 multi=2.0000 len=851
>k141_5980 flag=1 multi=2.0000 len=723
>k141_5981 flag=1 multi=2.0000 len=404
>k141_5982 flag=1 multi=2.0000 len=309
>k141_5983 flag=1 multi=2.0000 len=700
>k141_5984 flag=1 multi=2.0000 len=951
>k141_5985 flag=1 multi=2.0000 len=599
>k141_5986 flag=1 multi=1.0000 len=390
>k141_5987 flag=1 multi=2.0000 len=465
>k141_5988 flag=1 multi=3.0000 len=502
>k141_5989 flag=1 multi=1.0000 len=334
>k141_5990 flag=1 multi=3.0000 len=317
>k141_5991 flag=1 multi=2.0000 len=940
>k141_5992 flag=1 multi=2.0000 len=591
>k141_5993 flag=1 multi=3.0000 len=461
>k141_5994 flag=1 multi=3.0000 len=823
>k141_3308 flag=1 multi=17.0000 len=15730
>k141_3309 flag=1 multi=2.0000 len=325
>k141_3310 flag=1 multi=1.0000 len=377
>k141_3311 flag=1 multi=4.0000 len=688
>k141_7748 flag=1 multi=14.0000 len=30449
>k141_6887 flag=1 multi=3.0000 len=763
>k141_7749 flag=1 multi=1.0000 len=598
>k141_6888 flag=1 multi=2.0000 len=505
>k141_4263 flag=1 multi=13.0000 len=5329
>k141_4264 flag=1 multi=2.0000 len=398
>k141_4265 flag=1 multi=10.0000 len=3712
>k141_4266 flag=1 multi=2.0000 len=373
>k141_4267 flag=1 multi=1.0000 len=410
>k141_4268 flag=1 multi=3.0000 len=732
>k141_4269 flag=1 multi=2.0000 len=353
>k141_4270 flag=1 multi=2.0000 len=805
>k141_4271 flag=1 multi=3.0000 len=352
>k141_2897 flag=1 multi=2.0000 len=344
>k141_2898 flag=1 multi=2.0000 len=323
>k141_2899 flag=1 multi=2.0000 len=687
>k141_2900 flag=1 multi=2.0000 len=839
>k141_2901 flag=1 multi=9.0000 len=2717
>k141_2902 flag=1 multi=2.0000 len=523
>k141_2903 flag=1 multi=2.0000 len=635
>k141_2904 flag=1 multi=1.0000 len=610
>k141_2905 flag=1 multi=3.0000 len=858
>k141_2906 flag=1 multi=2.0000 len=493
>k141_2907 flag=1 multi=2.6598 len=629
>k141_4897 flag=1 multi=11.0000 len=16622
>k141_7002 flag=1 multi=13.0000 len=46076
>k141_7003 flag=1 multi=2.0000 len=496
>k141_7004 flag=1 multi=2.0000 len=380
>k141_7005 flag=1 multi=3.0000 len=723
>k141_7006 flag=1 multi=3.0000 len=428
>k141_7007 flag=1 multi=2.0000 len=904
>k141_7008 flag=1 multi=2.0000 len=577
>k141_7009 flag=1 multi=2.0000 len=353
>k141_7010 flag=1 multi=2.0000 len=628
>k141_4584 flag=1 multi=3.0000 len=472
>k141_4585 flag=1 multi=3.0000 len=1043
>k141_4586 flag=1 multi=3.0000 len=519
>k141_4587 flag=1 multi=2.0000 len=379
>k141_1767 flag=0 multi=13.0000 len=2287
>k141_1768 flag=1 multi=1.0000 len=327
>k141_1769 flag=1 multi=2.0000 len=540
>k141_1770 flag=1 multi=2.0000 len=504
>k141_1771 flag=1 multi=1.0000 len=470
>k141_1772 flag=1 multi=2.0000 len=345
>k141_1773 flag=1 multi=1.0000 len=599
>k141_1774 flag=1 multi=2.0000 len=637
>k141_1775 flag=1 multi=2.0000 len=404
>k141_1776 flag=1 multi=3.0000 len=736
>k141_1777 flag=1 multi=2.0000 len=406
>k141_5786 flag=1 multi=7.9883 len=13287
>k141_5787 flag=1 multi=3.0000 len=1321
>k141_5788 flag=1 multi=2.0000 len=432
>k141_5789 flag=1 multi=2.0000 len=537
>k141_5790 flag=1 multi=3.0000 len=702
>k141_5791 flag=1 multi=3.0000 len=572
>k141_5792 flag=1 multi=2.0000 len=363
>k141_7750 flag=0 multi=12.9954 len=57033
>k141_7751 flag=1 multi=2.0000 len=455
>k141_7752 flag=1 multi=1.0000 len=318
>k141_7753 flag=1 multi=10.0000 len=1210
>k141_7754 flag=1 multi=2.0000 len=489
>k141_7755 flag=1 multi=2.0000 len=330
>k141_7756 flag=1 multi=11.0000 len=3307
>k141_7757 flag=1 multi=2.0000 len=336
>k141_7758 flag=1 multi=2.0000 len=374
>k141_7759 flag=1 multi=3.0000 len=365
>k141_7760 flag=1 multi=3.0000 len=513
>k141_7761 flag=1 multi=3.0000 len=597
>k141_7762 flag=0 multi=1.0000 len=331
>k141_4082 flag=1 multi=10.8226 len=101939
>k141_6889 flag=1 multi=13.0000 len=7451
>k141_6890 flag=1 multi=2.0000 len=942
>k141_6891 flag=1 multi=3.0000 len=349
>k141_2908 flag=1 multi=2.0000 len=351
>k141_2909 flag=1 multi=2.0000 len=448
>k141_2910 flag=1 multi=3.0000 len=672
>k141_2911 flag=1 multi=2.0000 len=311
>k141_2913 flag=1 multi=3.0000 len=1290
>k141_7835 flag=1 multi=19.0000 len=58249
>k141_7836 flag=1 multi=2.0000 len=730
>k141_7837 flag=1 multi=3.0000 len=1770
>k141_7838 flag=1 multi=2.0000 len=610
>k141_7839 flag=1 multi=1.0000 len=319
>k141_7840 flag=1 multi=2.0000 len=516
>k141_7763 flag=1 multi=12.0000 len=16864
>k141_7764 flag=1 multi=2.0000 len=861
>k141_7765 flag=1 multi=2.0000 len=306
>k141_7766 flag=1 multi=7.0000 len=1693
>k141_7767 flag=1 multi=1.7814 len=539
>k141_895 flag=1 multi=3.0000 len=1401
>k141_896 flag=1 multi=2.0000 len=1026
>k141_897 flag=1 multi=2.0000 len=303
>k141_898 flag=1 multi=2.0000 len=752
>k141_899 flag=1 multi=2.0000 len=335
>k141_900 flag=1 multi=3.0000 len=740
>k141_901 flag=1 multi=3.0000 len=542
>k141_903 flag=1 multi=3.0000 len=1094
>k141_904 flag=1 multi=4.0000 len=452
>k141_905 flag=1 multi=3.0000 len=582
>k141_906 flag=1 multi=3.0000 len=536
>k141_907 flag=1 multi=3.0000 len=392
>k141_908 flag=1 multi=3.0000 len=794
>k141_6452 flag=0 multi=18.0000 len=3214
>k141_6453 flag=1 multi=2.0000 len=567
>k141_6454 flag=1 multi=3.0000 len=579
>k141_6455 flag=1 multi=2.0000 len=379
>k141_6456 flag=1 multi=4.0000 len=1590
>k141_6457 flag=1 multi=2.0000 len=1133
>k141_6458 flag=1 multi=2.0000 len=753
>k141_6459 flag=1 multi=2.0000 len=303
>k141_6460 flag=0 multi=4.2379 len=2646
>k141_6105 flag=0 multi=9.8814 len=3481
>k141_6106 flag=1 multi=2.0000 len=446
>k141_6107 flag=1 multi=2.0000 len=653
>k141_6108 flag=1 multi=3.0000 len=626
>k141_6109 flag=1 multi=1.0000 len=306
>k141_6110 flag=1 multi=2.0000 len=319
>k141_6111 flag=1 multi=2.0000 len=394
>k141_6112 flag=1 multi=2.0000 len=504
>k141_6113 flag=1 multi=2.0000 len=845
>k141_6114 flag=1 multi=2.0000 len=415
>k141_6115 flag=1 multi=2.0000 len=349
>k141_6116 flag=1 multi=2.0000 len=305
>k141_6117 flag=1 multi=2.0000 len=390
>k141_6118 flag=1 multi=1.0000 len=310
>k141_7768 flag=1 multi=11.0000 len=22547
>k141_6119 flag=1 multi=3.0000 len=803
>k141_7769 flag=1 multi=2.0000 len=512
>k141_6120 flag=1 multi=3.0000 len=312
>k141_7770 flag=1 multi=2.0000 len=369
>k141_4426 flag=0 multi=9.9935 len=30570
>k141_4427 flag=1 multi=2.0000 len=637
>k141_7771 flag=1 multi=2.0000 len=646
>k141_4428 flag=1 multi=10.0000 len=1487
>k141_4429 flag=1 multi=3.0000 len=453
>k141_4430 flag=1 multi=3.0000 len=605
>k141_4431 flag=1 multi=2.0000 len=325
>k141_4432 flag=1 multi=2.0000 len=650
>k141_4433 flag=1 multi=2.0000 len=658
>k141_4434 flag=1 multi=2.0000 len=335
>k141_4435 flag=1 multi=2.0000 len=369
>k141_4436 flag=1 multi=1.0000 len=617
>k141_4437 flag=1 multi=1.0000 len=396
>k141_4438 flag=1 multi=2.0000 len=433
>k141_4439 flag=1 multi=2.0000 len=526
>k141_4440 flag=1 multi=2.0000 len=775
>k141_4441 flag=1 multi=2.0000 len=341
>k141_4442 flag=1 multi=1.0000 len=369
>k141_4443 flag=1 multi=2.0000 len=419
>k141_4444 flag=1 multi=2.0000 len=356
>k141_4445 flag=1 multi=2.0000 len=519
>k141_4446 flag=1 multi=2.0000 len=584
>k141_5620 flag=0 multi=10.9562 len=5163
>k141_5621 flag=1 multi=3.0000 len=838
>k141_5622 flag=1 multi=2.0000 len=473
>k141_5623 flag=1 multi=2.0000 len=334
>k141_5624 flag=0 multi=3.8913 len=748
>k141_5625 flag=0 multi=4.4932 len=214
>k141_5626 flag=1 multi=3.0000 len=306
>k141_1412 flag=1 multi=10.0000 len=7143
>k141_1413 flag=1 multi=2.0000 len=332
>k141_1414 flag=1 multi=2.0000 len=486
>k141_1415 flag=1 multi=2.0000 len=622
>k141_1416 flag=1 multi=1.8478 len=417
>k141_1417 flag=1 multi=2.0000 len=546
>k141_1418 flag=1 multi=2.0000 len=408
>k141_1419 flag=1 multi=2.0000 len=1322
>k141_1420 flag=1 multi=3.0000 len=446
>k141_1421 flag=1 multi=1.0000 len=526
>k141_1422 flag=1 multi=2.0000 len=597
>k141_1778 flag=1 multi=11.0000 len=4344
>k141_1779 flag=1 multi=2.0000 len=628
>k141_4083 flag=1 multi=11.9988 len=76611
>k141_4084 flag=1 multi=3.0000 len=368
>k141_4085 flag=1 multi=2.0000 len=466
>k141_4086 flag=1 multi=12.0000 len=6318
>k141_4087 flag=1 multi=2.0000 len=600
>k141_4088 flag=1 multi=2.0000 len=624
>k141_4089 flag=1 multi=2.0000 len=495
>k141_4090 flag=1 multi=3.0000 len=512
>k141_4091 flag=1 multi=10.0000 len=7199
>k141_4915 flag=0 multi=17.9912 len=42763
>k141_4706 flag=1 multi=16.0000 len=40025
>k141_4707 flag=1 multi=1.0000 len=445
>k141_4708 flag=1 multi=2.0000 len=865
>k141_4709 flag=0 multi=29.0000 len=1179
>k141_4710 flag=1 multi=3.0000 len=581
>k141_4711 flag=1 multi=2.0000 len=1031
>k141_1600 flag=1 multi=2.0000 len=455
>k141_1601 flag=1 multi=2.0000 len=457
>k141_1602 flag=1 multi=3.0000 len=536
>k141_1603 flag=1 multi=2.0000 len=698
>k141_1604 flag=1 multi=2.0000 len=505
>k141_1605 flag=1 multi=2.0000 len=685
>k141_1606 flag=1 multi=3.0000 len=450
>k141_1607 flag=1 multi=2.0000 len=735
>k141_1608 flag=1 multi=2.0000 len=435
>k141_1609 flag=1 multi=0.9373 len=460
>k141_1610 flag=1 multi=2.0000 len=374
>k141_1611 flag=1 multi=3.0000 len=423
>k141_4272 flag=1 multi=12.0000 len=3353
>k141_4274 flag=1 multi=2.0000 len=433
>k141_4275 flag=1 multi=3.0000 len=580
>k141_4276 flag=1 multi=2.0000 len=414
>k141_4277 flag=1 multi=3.0000 len=426
>k141_909 flag=1 multi=3.0000 len=1350
>k141_910 flag=1 multi=2.0000 len=401
>k141_911 flag=1 multi=2.0000 len=373
>k141_912 flag=1 multi=2.0000 len=409
>k141_913 flag=1 multi=3.0000 len=828
>k141_914 flag=1 multi=2.0000 len=835
>k141_915 flag=1 multi=3.0000 len=442
>k141_916 flag=1 multi=3.0000 len=415
>k141_917 flag=1 multi=3.0000 len=1248
>k141_918 flag=1 multi=2.0000 len=379
>k141_919 flag=1 multi=2.0000 len=758
>k141_920 flag=1 multi=2.0000 len=411
>k141_921 flag=1 multi=5.0000 len=762
>k141_922 flag=1 multi=2.0000 len=507
>k141_923 flag=1 multi=1.0000 len=333
>k141_924 flag=1 multi=1.0000 len=358
>k141_925 flag=1 multi=2.0000 len=368
>k141_7131 flag=1 multi=13.0000 len=10011
>k141_7132 flag=1 multi=1.0000 len=318
>k141_7133 flag=1 multi=2.0000 len=391
>k141_6187 flag=0 multi=14.9909 len=67996
>k141_6188 flag=1 multi=3.0000 len=595
>k141_6189 flag=1 multi=3.0000 len=460
>k141_6121 flag=1 multi=2.0000 len=410
>k141_6122 flag=1 multi=2.0000 len=1151
>k141_6123 flag=1 multi=2.0000 len=359
>k141_3752 flag=1 multi=12.0000 len=9776
>k141_3753 flag=1 multi=2.0000 len=741
>k141_2417 flag=1 multi=13.0000 len=15616
>k141_7011 flag=1 multi=8.0000 len=5059
>k141_7012 flag=0 multi=8.9158 len=2232
>k141_7013 flag=1 multi=3.0000 len=467
>k141_5008 flag=1 multi=13.0000 len=15000
>k141_5009 flag=1 multi=2.0000 len=492
>k141_5010 flag=1 multi=2.0000 len=493
>k141_5011 flag=1 multi=4.0000 len=590
>k141_5012 flag=1 multi=2.0000 len=650
>k141_5013 flag=1 multi=2.0000 len=352
>k141_5014 flag=1 multi=2.0000 len=318
>k141_5016 flag=1 multi=3.0000 len=675
>k141_5017 flag=1 multi=2.0000 len=373
>k141_5018 flag=1 multi=2.0000 len=471
>k141_5019 flag=1 multi=3.0000 len=336
>k141_5020 flag=1 multi=2.0000 len=333
>k141_5021 flag=1 multi=13.0000 len=3127
>k141_3217 flag=1 multi=11.0000 len=16118
>k141_3218 flag=1 multi=2.0000 len=519
>k141_3219 flag=1 multi=2.0000 len=347
>k141_3220 flag=1 multi=3.0000 len=449
>k141_5737 flag=1 multi=11.0000 len=23185
>k141_5738 flag=1 multi=5.0000 len=555
>k141_5739 flag=1 multi=2.0000 len=374
>k141_5740 flag=1 multi=2.0000 len=475
>k141_5741 flag=1 multi=2.0000 len=645
>k141_5742 flag=1 multi=1.0000 len=421
>k141_5743 flag=1 multi=1.0000 len=375
>k141_2453 flag=0 multi=9.9820 len=11613
>k141_2454 flag=1 multi=2.0000 len=496
>k141_2455 flag=1 multi=2.0000 len=396
>k141_5793 flag=1 multi=11.0000 len=5933
>k141_5794 flag=1 multi=2.0000 len=502
>k141_5795 flag=1 multi=1.0000 len=518
>k141_6461 flag=1 multi=9.0000 len=5461
>k141_6462 flag=1 multi=9.0000 len=1928
>k141_6043 flag=1 multi=11.0000 len=14510
>k141_6044 flag=1 multi=3.0000 len=918
>k141_6045 flag=1 multi=2.0000 len=454
>k141_7379 flag=1 multi=9.0000 len=34623
>k141_7380 flag=1 multi=2.0000 len=525
>k141_7381 flag=1 multi=2.0000 len=366
>k141_7382 flag=1 multi=3.0000 len=394
>k141_7383 flag=1 multi=2.0000 len=341
>k141_7384 flag=1 multi=2.0000 len=366
>k141_7385 flag=1 multi=2.0000 len=753
>k141_7386 flag=1 multi=2.0000 len=568
>k141_7387 flag=1 multi=2.0000 len=485
>k141_7388 flag=1 multi=2.0000 len=509
>k141_7389 flag=0 multi=1.0000 len=332
>k141_7390 flag=1 multi=2.0000 len=363
>k141_7391 flag=1 multi=2.0000 len=429
>k141_4143 flag=1 multi=14.0000 len=14974
>k141_4144 flag=0 multi=7.8322 len=1059
>k141_4145 flag=1 multi=2.0000 len=419
>k141_4146 flag=1 multi=2.0000 len=706
>k141_4147 flag=1 multi=2.0000 len=370
>k141_4148 flag=1 multi=2.0000 len=566
>k141_1423 flag=1 multi=3.0000 len=856
>k141_1424 flag=1 multi=2.0000 len=430
>k141_1425 flag=1 multi=2.0000 len=441
>k141_1780 flag=1 multi=16.0000 len=8056
>k141_1781 flag=1 multi=2.0000 len=351
>k141_1782 flag=1 multi=2.0000 len=484
>k141_1783 flag=1 multi=2.0000 len=586
>k141_1784 flag=1 multi=2.0000 len=565
>k141_1785 flag=1 multi=3.0000 len=503
>k141_1786 flag=1 multi=2.0000 len=455
>k141_1787 flag=1 multi=3.0000 len=898
>k141_1788 flag=1 multi=5.0000 len=806
>k141_1789 flag=1 multi=2.0000 len=479
>k141_4447 flag=1 multi=2.0000 len=1224
>k141_4448 flag=1 multi=3.0000 len=1186
>k141_4449 flag=1 multi=3.0000 len=384
>k141_4450 flag=1 multi=2.0000 len=441
>k141_4451 flag=1 multi=2.0000 len=993
>k141_926 flag=1 multi=2.0000 len=447
>k141_927 flag=1 multi=2.0000 len=731
>k141_928 flag=1 multi=2.0000 len=478
>k141_929 flag=1 multi=3.0000 len=345
>k141_7134 flag=1 multi=11.0000 len=9523
>k141_6190 flag=1 multi=2.0000 len=1109
>k141_6191 flag=1 multi=2.0000 len=572
>k141_6192 flag=1 multi=2.0000 len=561
>k141_6193 flag=1 multi=2.0000 len=653
>k141_6194 flag=1 multi=3.0000 len=574
>k141_6195 flag=1 multi=2.0000 len=618
>k141_6196 flag=1 multi=1.9557 len=796
>k141_6197 flag=1 multi=2.0000 len=311
>k141_6198 flag=1 multi=2.0000 len=325
>k141_6199 flag=1 multi=2.0000 len=321
>k141_6200 flag=1 multi=3.0000 len=341
>k141_3754 flag=1 multi=10.0000 len=7892
>k141_5627 flag=1 multi=13.9926 len=17690
>k141_5628 flag=1 multi=3.0000 len=881
>k141_5629 flag=1 multi=2.0000 len=398
>k141_5630 flag=1 multi=2.0000 len=396
>k141_5631 flag=1 multi=2.0000 len=580
>k141_3221 flag=1 multi=15.0000 len=3844
>k141_3222 flag=1 multi=4.0000 len=488
>k141_3223 flag=1 multi=2.0000 len=375
>k141_5744 flag=1 multi=9.0000 len=6414
>k141_5745 flag=1 multi=2.0000 len=637
>k141_5746 flag=1 multi=1.0000 len=456
>k141_5747 flag=1 multi=2.0000 len=428
>k141_5748 flag=1 multi=2.0000 len=339
>k141_5749 flag=1 multi=4.0000 len=647
>k141_5750 flag=1 multi=2.0000 len=448
>k141_5751 flag=1 multi=3.0000 len=636
>k141_5752 flag=1 multi=2.0000 len=529
>k141_5753 flag=1 multi=2.0000 len=377
>k141_5754 flag=1 multi=2.0000 len=301
>k141_5755 flag=1 multi=2.0000 len=547
>k141_5756 flag=1 multi=2.0000 len=725
>k141_2456 flag=1 multi=2.0000 len=502
>k141_2457 flag=1 multi=3.0000 len=340
>k141_2458 flag=1 multi=2.0000 len=743
>k141_2459 flag=1 multi=2.0000 len=372
>k141_2460 flag=1 multi=1.0000 len=315
>k141_3939 flag=1 multi=20.0000 len=58011
>k141_3940 flag=1 multi=11.0000 len=5275
>k141_7441 flag=1 multi=10.0000 len=36403
>k141_7442 flag=1 multi=2.0000 len=336
>k141_7445 flag=0 multi=1.0000 len=242
>k141_7448 flag=1 multi=2.0000 len=428
>k141_7449 flag=1 multi=2.0000 len=302
>k141_7450 flag=1 multi=2.0000 len=368
>k141_7451 flag=1 multi=2.0000 len=377
>k141_7452 flag=1 multi=2.0000 len=519
>k141_6463 flag=1 multi=2.0000 len=687
>k141_6464 flag=1 multi=1.0000 len=979
>k141_6465 flag=1 multi=2.0000 len=380
>k141_6466 flag=1 multi=2.0000 len=587
>k141_6467 flag=1 multi=9.0000 len=5269
>k141_6255 flag=1 multi=17.0000 len=66763
>k141_6256 flag=1 multi=3.0000 len=614
>k141_6257 flag=1 multi=2.0000 len=478
>k141_6258 flag=1 multi=2.0000 len=560
>k141_6259 flag=1 multi=3.0000 len=585
>k141_6261 flag=1 multi=2.0000 len=365
>k141_6262 flag=1 multi=1.0000 len=367
>k141_6263 flag=1 multi=2.0000 len=376
>k141_6264 flag=1 multi=5.0000 len=639
>k141_6265 flag=1 multi=2.0000 len=390
>k141_6266 flag=1 multi=2.0000 len=319
>k141_6267 flag=1 multi=2.0000 len=799
>k141_6268 flag=1 multi=3.0000 len=789
>k141_6269 flag=1 multi=2.0000 len=732
>k141_6270 flag=1 multi=2.0000 len=326
>k141_6271 flag=1 multi=2.0000 len=353
>k141_6272 flag=1 multi=2.0000 len=383
